# SUBTLEX-US word frequencies (Brysbaert & New 2009; Zipf scale per Van Heuven et al. 2014)
# word	zipf	dominant_part_of_speech
newgate	1.593	Name
newsbeat	1.593	Noun
nextdoor	1.593	Noun
ngai	1.593	Noun
ngaio	1.593	Name
nibbing	1.593	Verb
nibblers	1.593	Name
niblicks	1.593	Noun
niccolo	1.593	Name
nicol	1.593	#N/A
nife	1.593	Noun
nifties	1.593	Noun
niggle	1.593	Noun
niggling	1.593	Adjective
nighters	1.593	Noun
nightman	1.593	#N/A
nihility	1.593	Noun
ninepin	1.593	Noun
ninepins	1.593	Noun
ninths	1.593	Number
nipmuck	1.593	Noun
nishiki	1.593	Name
nitre	1.593	Noun
noachian	1.593	Adjective
nobble	1.593	Verb
nobbling	1.593	Verb
nodal	1.593	Adjective
nodder	1.593	Noun
noddle	1.593	Noun
noggins	1.593	Noun
noire	1.593	Noun
noires	1.593	Verb
noisette	1.593	Noun
noising	1.593	Verb
noma	1.593	Noun
nomic	1.593	Adjective
nomina	1.593	Noun
nonces	1.593	Noun
nonesuch	1.593	Verb
nonfarm	1.593	Noun
nonfatal	1.593	Adjective
nonfocal	1.593	Adjective
nonskid	1.593	Adjective
nonstick	1.593	Noun
noonish	1.593	Verb
noop	1.593	#N/A
norito	1.593	Name
norry	1.593	Noun
norsemen	1.593	Name
northen	1.593	Name
northers	1.593	Noun
norths	1.593	Noun
nosebag	1.593	Verb
noshes	1.593	Noun
nosier	1.593	Adjective
nosiest	1.593	Adjective
nosiness	1.593	Noun
noster	1.593	Unclassified
nostrums	1.593	Noun
notarize	1.593	Verb
notate	1.593	Verb
notating	1.593	Verb
notifies	1.593	Verb
novae	1.593	Noun
novenas	1.593	Noun
novo	1.593	Noun
nowaday	1.593	Noun
noway	1.593	Noun
nowhat	1.593	Verb
nowness	1.593	Noun
nubbins	1.593	Noun
nubbly	1.593	Adjective
nubby	1.593	Adjective
nuddle	1.593	Verb
nuddy	1.593	#N/A
nudeness	1.593	Noun
nudies	1.593	Noun
nulled	1.593	Verb
numbly	1.593	Adverb
numeric	1.593	Adjective
numeros	1.593	Name
numinous	1.593	Adjective
nurl	1.593	Noun
nursy	1.593	Adjective
nurtures	1.593	Verb
nus	1.593	Noun
nutters	1.593	Noun
nuzzles	1.593	Verb
nyanza	1.593	Name
nymphets	1.593	Noun
oaring	1.593	Verb
oary	1.593	Name
oast	1.593	Noun
oban	1.593	Name
obe	1.593	#N/A
obelus	1.593	Noun
obis	1.593	Noun
obl	1.593	Name
obligato	1.593	Name
obloquy	1.593	Noun
obstante	1.593	Noun
obtainer	1.593	Noun
obtrude	1.593	Verb
obtunded	1.593	Verb
occas	1.593	Noun
occident	1.593	Noun
occlusal	1.593	Adjective
occults	1.593	Noun
ock	1.593	Verb
oconnor	1.593	Name
octavo	1.593	Noun
octet	1.593	Noun
octoroon	1.593	Noun
oculists	1.593	Noun
ocurred	1.593	Verb
oddments	1.593	Noun
odes	1.593	Noun
odontoid	1.593	Adjective
odorant	1.593	Noun
odorous	1.593	Adjective
odysseys	1.593	Noun
oersted	1.593	#N/A
offic	1.593	Adjective
offish	1.593	Noun
offloads	1.593	Noun
oftenest	1.593	Adjective
ofttimes	1.593	Adverb
oglers	1.593	Noun
ogress	1.593	Verb
ohing	1.593	Verb
oilcloth	1.593	Noun
oilmen	1.593	Noun
oilskin	1.593	Noun
oilskins	1.593	Verb
oldness	1.593	Noun
oldy	1.593	Noun
olefins	1.593	Noun
oleos	1.593	Name
oligarch	1.593	Noun
olio	1.593	Noun
oliva	1.593	Name
ological	1.593	Adjective
ologies	1.593	Noun
omadhaun	1.593	Verb
omasum	1.593	Noun
omegas	1.593	Noun
omentum	1.593	Noun
oner	1.593	#N/A
oni	1.593	Noun
onondaga	1.593	Name
oohed	1.593	Verb
oos	1.593	Noun
oose	1.593	#N/A
ootheca	1.593	Noun
opacity	1.593	Noun
opah	1.593	Interjection
opaline	1.593	Verb
openest	1.593	Adjective
operatee	1.593	Noun
opossums	1.593	Noun
orals	1.593	Noun
orangey	1.593	Noun
oras	1.593	#N/A
orbiters	1.593	Noun
orchis	1.593	Noun
ordains	1.593	Verb
ordinals	1.593	Noun
ordinate	1.593	Noun
orf	1.593	Noun
ormer	1.593	Noun
ornerier	1.593	Adjective
orphic	1.593	Adjective
orris	1.593	Noun
orrow	1.593	Noun
orthoepy	1.593	Noun
orthopod	1.593	Noun
orthotic	1.593	Adjective
oryx	1.593	Noun
osage	1.593	Name
oside	1.593	Noun
osirian	1.593	Adjective
osmium	1.593	Noun
osmolal	1.593	Name
osmolar	1.593	Adjective
osprey	1.593	Noun
ospreys	1.593	Noun
ossified	1.593	Adjective
ossuary	1.593	Noun
ostium	1.593	Noun
ostomy	1.593	Noun
otc	1.593	Noun
ottinger	1.593	Name
ousting	1.593	Verb
ousts	1.593	Verb
outact	1.593	Verb
outbids	1.593	Verb
outboxed	1.593	Verb
outclass	1.593	Verb
outdance	1.593	Noun
outdoes	1.593	Verb
outfront	1.593	Noun
outgo	1.593	Noun
outgun	1.593	Verb
outgush	1.593	Noun
outjump	1.593	Verb
outmate	1.593	Adjective
outpaced	1.593	Verb
outpour	1.593	Noun
outputs	1.593	Noun
outraced	1.593	Verb
outrange	1.593	Verb
outsail	1.593	Verb
outseam	1.593	Verb
outshone	1.593	Verb
outsize	1.593	Adjective
outsmell	1.593	Verb
outspend	1.593	Verb
outstays	1.593	Verb
outtalks	1.593	Verb
outturn	1.593	Noun
outway	1.593	Noun
outwear	1.593	Noun
ouverte	1.593	Noun
ovated	1.593	Verb
overawe	1.593	Verb
overbred	1.593	Adjective
overcall	1.593	Noun
overdoor	1.593	Noun
overdubs	1.593	Noun
overeasy	1.593	Adjective
overeats	1.593	Verb
overfill	1.593	Verb
overhalf	1.593	Verb
overhung	1.593	Verb
overjust	1.593	Noun
overkeen	1.593	Adjective
overlong	1.593	Noun
overmuch	1.593	Adverb
oversalt	1.593	Verb
oversold	1.593	Verb
overtill	1.593	Verb
overtip	1.593	Verb
overwet	1.593	Verb
ovulated	1.593	Verb
ower	1.593	Verb
owlery	1.593	Noun
owlet	1.593	Noun
owling	1.593	Noun
ownself	1.593	Pronoun
oxcart	1.593	Noun
oxes	1.593	Noun
oxides	1.593	Noun
oxidises	1.593	Verb
oxidizes	1.593	Verb
oximetry	1.593	Noun
oxlips	1.593	Noun
oxtail	1.593	Noun
oyes	1.593	Verb
pablum	1.593	Noun
paca	1.593	Name
pacas	1.593	Name
pacers	1.593	Noun
pachucos	1.593	Noun
pacifico	1.593	Name
packable	1.593	Adjective
padder	1.593	Noun
paddler	1.593	Noun
paddlers	1.593	Noun
paddocks	1.593	Noun
padishah	1.593	Noun
paganism	1.593	Noun
pagodas	1.593	Noun
painty	1.593	Adjective
paisas	1.593	Noun
palach	1.593	Name
paladins	1.593	Noun
paleness	1.593	Noun
paleon	1.593	Noun
palestra	1.593	Name
palettes	1.593	Noun
palled	1.593	Verb
pallone	1.593	Noun
palming	1.593	Verb
palpated	1.593	Verb
palps	1.593	Noun
panaceas	1.593	Noun
panelist	1.593	Noun
panfry	1.593	Noun
panjabi	1.593	Adjective
panocha	1.593	Noun
panoply	1.593	Noun
panpipe	1.593	Noun
pantries	1.593	Noun
papain	1.593	Verb
papering	1.593	Noun
papilla	1.593	Noun
pappies	1.593	Name
papular	1.593	Adjective
paragram	1.593	Noun
paranoea	1.593	Noun
parao	1.593	Noun
paraquat	1.593	Noun
parboil	1.593	Verb
pards	1.593	Noun
parens	1.593	Name
parented	1.593	Verb
parers	1.593	Noun
pares	1.593	Verb
parfum	1.593	Noun
pargo	1.593	Noun
pari	1.593	Adverb
parilla	1.593	Noun
parl	1.593	Verb
parleyed	1.593	Verb
parlous	1.593	Adjective
parred	1.593	Verb
parrying	1.593	Verb
parsecs	1.593	Noun
parser	1.593	Noun
parsifal	1.593	Name
parsleys	1.593	Noun
partaker	1.593	Noun
partakes	1.593	Verb
parter	1.593	Noun
parters	1.593	Name
parthian	1.593	Adjective
parti	1.593	Noun
pashas	1.593	Noun
passably	1.593	Adverb
passado	1.593	Noun
passant	1.593	Adverb
passen	1.593	Noun
passo	1.593	Name
passu	1.593	Adverb
pastern	1.593	Noun
pastes	1.593	Noun
pastille	1.593	Noun
pastored	1.593	Verb
patellar	1.593	Adjective
patellas	1.593	Noun
pathan	1.593	Noun
pathosis	1.593	Noun
pathy	1.593	Noun
patois	1.593	Noun
patridge	1.593	Name
patronne	1.593	#N/A
patroon	1.593	Noun
paunch	1.593	Noun
paunches	1.593	Noun
pauser	1.593	Noun
pav	1.593	Name
pavane	1.593	Name
paver	1.593	Noun
pavers	1.593	Noun
pavia	1.593	Name
pavin	1.593	Noun
pawpaw	1.593	Verb
pct	1.593	Noun
pdq	1.593	Name
peaces	1.593	Noun
peached	1.593	Verb
peans	1.593	Noun
peaty	1.593	Adjective
pebbled	1.593	Adjective
peccant	1.593	Noun
peccary	1.593	Noun
pecorino	1.593	Noun
pecunia	1.593	Noun
pedants	1.593	Noun
pediment	1.593	Noun
peeving	1.593	Verb
pegboard	1.593	Noun
pegging	1.593	Verb
pekoe	1.593	Noun
peller	1.593	Name
pelops	1.593	Noun
peloton	1.593	Noun
pelter	1.593	Verb
penfold	1.593	Name
penna	1.593	Name
penni	1.593	Name
pennied	1.593	Verb
penumbra	1.593	Name
penury	1.593	Noun
peopler	1.593	Adjective
peppery	1.593	Adjective
peptic	1.593	Adjective
percents	1.593	Noun
percept	1.593	Noun
perche	1.593	Noun
percipi	1.593	Noun
perdue	1.593	Name
peregrin	1.593	Name
peri	1.593	Name
peridot	1.593	Noun
perine	1.593	Name
perineal	1.593	Adjective
perique	1.593	Adjective
perjures	1.593	Verb
perkier	1.593	Adjective
perle	1.593	Noun
perming	1.593	Noun
pernod	1.593	Name
peroneal	1.593	Adjective
perses	1.593	Name
persis	1.593	Name
personae	1.593	Noun
personam	1.593	Adjective
perspex	1.593	Noun
perty	1.593	Adjective
peruses	1.593	Verb
pervade	1.593	Verb
pervaded	1.593	Verb
peskier	1.593	Adjective
pess	1.593	Noun
petalled	1.593	Adjective
petrosal	1.593	Noun
pettier	1.593	Adjective
pettiest	1.593	Adjective
pettling	1.593	Verb
pewters	1.593	#N/A
phage	1.593	Noun
phages	1.593	Name
phantasy	1.593	Name
phattest	1.593	Adjective
phenols	1.593	Noun
phenyl	1.593	Noun
phials	1.593	Noun
phimosis	1.593	Noun
phon	1.593	Noun
phoner	1.593	Noun
phonied	1.593	Verb
phoniest	1.593	Adjective
phos	1.593	Noun
phosgene	1.593	Noun
phosphor	1.593	Noun
phrenic	1.593	Adjective
phyla	1.593	Noun
piastres	1.593	Noun
picador	1.593	Noun
picas	1.593	Name
piccante	1.593	Noun
piccolos	1.593	Noun
pice	1.593	Noun
picea	1.593	Noun
pickery	1.593	Noun
pickier	1.593	Adjective
pickiest	1.593	Adjective
picklock	1.593	Noun
pickoff	1.593	Noun
piddled	1.593	Verb
pieties	1.593	Noun
piffling	1.593	Verb
piggery	1.593	Noun
pigmeat	1.593	Name
pigments	1.593	Noun
pigpens	1.593	Noun
pigswill	1.593	Noun
pikelet	1.593	Noun
piki	1.593	Name
pilfer	1.593	Verb
pilferer	1.593	Noun
pillages	1.593	Verb
pilled	1.593	Verb
pillion	1.593	Noun
pilose	1.593	Noun
pilotage	1.593	Verb
pimas	1.593	Name
pimentos	1.593	Noun
pimiento	1.593	Noun
pinacle	1.593	Noun
pingers	1.593	Noun
pinkest	1.593	Adjective
pinniped	1.593	Adjective
pinscher	1.593	Noun
pintle	1.593	Noun
pintsize	1.593	Verb
pinworm	1.593	Name
pipette	1.593	Noun
pipper	1.593	Name
pipping	1.593	Verb
piquette	1.593	Noun
piquing	1.593	Verb
pirogues	1.593	Noun
piroshki	1.593	Noun
pisco	1.593	Noun
pishes	1.593	Verb
pishposh	1.593	Verb
pismire	1.593	Noun
piste	1.593	Noun
pistils	1.593	Noun
pitas	1.593	Noun
pitchmen	1.593	Noun
pitchpot	1.593	Noun
pitfall	1.593	Noun
pithing	1.593	Verb
piute	1.593	Verb
pivoting	1.593	Adjective
pixy	1.593	Noun
placet	1.593	Noun
plaguey	1.593	Noun
plaint	1.593	Noun
planaria	1.593	Noun
planked	1.593	Verb
plantain	1.593	Noun
plasmid	1.593	Noun
plaudits	1.593	Noun
playact	1.593	Noun
playpens	1.593	Noun
playsuit	1.593	Noun
pleader	1.593	Noun
pleasers	1.593	Noun
plebian	1.593	Adjective
plebs	1.593	Noun
pledgers	1.593	Noun
plena	1.593	Noun
plenum	1.593	Noun
pli	1.593	Noun
plighted	1.593	Adjective
plodder	1.593	Noun
ploesti	1.593	Adjective
plonked	1.593	Verb
plosive	1.593	Adjective
plott	1.593	Noun
plowboy	1.593	Noun
ploys	1.593	Noun
pluckers	1.593	Noun
pluggers	1.593	Noun
plumbed	1.593	Verb
plumed	1.593	Adjective
plunking	1.593	Adjective
plur	1.593	Verb
plutons	1.593	Noun
plyer	1.593	Noun
pockmark	1.593	Noun
pocks	1.593	Noun
podcasts	1.593	Noun
podiums	1.593	Noun
pogey	1.593	Noun
pokie	1.593	Name
polarize	1.593	Verb
poleax	1.593	Noun
polemics	1.593	Noun
pollens	1.593	Noun
polliwog	1.593	Noun
pollocks	1.593	Name
polonium	1.593	Noun
pols	1.593	Name
polt	1.593	Noun
polyglot	1.593	Noun
polys	1.593	Noun
pomaded	1.593	Adjective
pomander	1.593	Name
pome	1.593	Noun
pomes	1.593	Noun
pompon	1.593	Noun
ponces	1.593	Noun
ponderer	1.593	Noun
pongs	1.593	Verb
poniards	1.593	Noun
pontiacs	1.593	Noun
pontiffs	1.593	Verb
pontile	1.593	Name
pontus	1.593	Adjective
poorboys	1.593	Noun
popcorns	1.593	Noun
popguns	1.593	Noun
popjoy	1.593	Name
poplars	1.593	Noun
populi	1.593	Noun
porgies	1.593	Noun
porkin	1.593	Noun
porkpies	1.593	Noun
porosity	1.593	Noun
porphyry	1.593	Adjective
porr	1.593	Noun
portages	1.593	Noun
portends	1.593	Verb
porting	1.593	Verb
portress	1.593	Noun
posable	1.593	Adjective
posadas	1.593	Name
posher	1.593	Adjective
poshly	1.593	Adverb
posho	1.593	Noun
posset	1.593	Noun
possets	1.593	Noun
possy	1.593	Noun
postdate	1.593	Verb
postured	1.593	Verb
postward	1.593	Adverb
potass	1.593	Noun
potch	1.593	Noun
potestas	1.593	Noun
pothouse	1.593	Noun
potlatch	1.593	Noun
potmaker	1.593	Noun
potman	1.593	Name
pottage	1.593	Noun
potto	1.593	Noun
pouff	1.593	Verb
poulard	1.593	Noun
pousse	1.593	Noun
pouters	1.593	Noun
powter	1.593	Name
powwows	1.593	Noun
ppd	1.593	Name
practic	1.593	#N/A
practive	1.593	Adjective
prana	1.593	Noun
prances	1.593	Noun
pranged	1.593	Verb
pranking	1.593	Verb
prats	1.593	Noun
prattler	1.593	Noun
praya	1.593	Name
preamps	1.593	Noun
preborn	1.593	Adjective
precheck	1.593	Noun
precis	1.593	Noun
precut	1.593	Verb
pred	1.593	Adjective
predates	1.593	Verb
preens	1.593	Verb
prejudge	1.593	Verb
prelate	1.593	Noun
prelates	1.593	Noun
preludes	1.593	Noun
premade	1.593	Adjective
premolar	1.593	Noun
preorder	1.593	Noun
preparer	1.593	Noun
prepupal	1.593	Adjective
presages	1.593	Verb
pressies	1.593	Noun
pression	1.593	Noun
pressmen	1.593	Noun
pressors	1.593	Noun
preteens	1.593	Noun
prevost	1.593	Name
prewarn	1.593	Verb
prexies	1.593	Noun
prexy	1.593	Noun
priapic	1.593	Adjective
pricer	1.593	Noun
prickles	1.593	Noun
primps	1.593	Verb
priorly	1.593	Adverb
priory	1.593	Name
prise	1.593	Verb
prisses	1.593	Noun
privata	1.593	Noun
privet	1.593	Noun
privily	1.593	Adverb
probeer	1.593	Noun
prober	1.593	Name
proc	1.593	Noun
prochain	1.593	Noun
procurer	1.593	Noun
profanes	1.593	Verb
prolapse	1.593	Noun
proline	1.593	Verb
pron	1.593	Noun
pronate	1.593	Verb
pronator	1.593	Noun
proofers	1.593	Noun
properer	1.593	Noun
propers	1.593	Noun
prophase	1.593	Noun
propos	1.593	Preposition
proposer	1.593	#N/A
prorated	1.593	Adjective
prospers	1.593	Verb
prosy	1.593	Noun
prote	1.593	Verb
protean	1.593	Adjective
protonic	1.593	Adjective
provably	1.593	Adverb
provoker	1.593	Noun
prox	1.593	Noun
prp	1.593	Noun
prs	1.593	Name
pruner	1.593	Name
pruritic	1.593	Adjective
pruritus	1.593	Noun
psuedo	1.593	Noun
psychs	1.593	Noun
pubertal	1.593	Adjective
publica	1.593	Noun
publics	1.593	Noun
puca	1.593	Name
puckish	1.593	Adjective
puddled	1.593	Verb
pudenda	1.593	Noun
pudendal	1.593	Noun
puerpera	1.593	Noun
puffery	1.593	Noun
puffiest	1.593	Name
puja	1.593	Noun
pule	1.593	Name
pullback	1.593	Noun
pullet	1.593	Noun
pullets	1.593	Noun
pulpits	1.593	Noun
pulps	1.593	Noun
pulque	1.593	Noun
pulser	1.593	Noun
pulsus	1.593	Noun
pulu	1.593	Noun
pumicing	1.593	Verb
punchers	1.593	Noun
punctate	1.593	Verb
pundit	1.593	Noun
pungency	1.593	Noun
pungi	1.593	Noun
punier	1.593	Adjective
puniest	1.593	Adjective
punnage	1.593	Noun
punning	1.593	Noun
punster	1.593	Noun
punsters	1.593	Noun
punta	1.593	Noun
punto	1.593	Unclassified
punts	1.593	Noun
puppyism	1.593	Noun
pureed	1.593	Noun
pureness	1.593	Noun
purlins	1.593	Noun
purplish	1.593	Adjective
purposed	1.593	Verb
pushiest	1.593	Adjective
pushrod	1.593	Noun
pusses	1.593	Noun
pustular	1.593	Adjective
putative	1.593	Adjective
putted	1.593	Verb
puttees	1.593	Noun
puttered	1.593	Verb
pygal	1.593	Adjective
pyometra	1.593	Noun
pyrex	1.593	Noun
pyrites	1.593	Noun
quadroon	1.593	Noun
quae	1.593	Name
quaffing	1.593	Adjective
quag	1.593	Verb
quainter	1.593	Adjective
quam	1.593	Unclassified
quants	1.593	Noun
quarte	1.593	Noun
quarto	1.593	Noun
quartus	1.593	Adjective
quaters	1.593	Noun
quavers	1.593	Noun
quease	1.593	Noun
quelling	1.593	Verb
quells	1.593	Verb
quem	1.593	Noun
quencher	1.593	Noun
querying	1.593	Verb
quetzal	1.593	Noun
quibbled	1.593	Verb
quibus	1.593	Noun
quieten	1.593	Verb
quillet	1.593	Noun
quilter	1.593	Noun
quinces	1.593	Noun
quinoa	1.593	Noun
quinoid	1.593	Adjective
quipped	1.593	Verb
quire	1.593	Verb
quirkier	1.593	Adjective
quis	1.593	Unclassified
quivered	1.593	Verb
quivery	1.593	Adjective
quoad	1.593	Noun
quoit	1.593	Noun
quondam	1.593	Noun
quor	1.593	#N/A
quos	1.593	Noun
raad	1.593	Name
rabbet	1.593	Verb
rabbinic	1.593	Adjective
racecard	1.593	Noun
racemic	1.593	Adjective
radialis	1.593	Noun
radii	1.593	Noun
radiomen	1.593	Noun
radix	1.593	Noun
radman	1.593	Name
raffish	1.593	Adjective
rafty	1.593	Adjective
rageful	1.593	Adjective
raggle	1.593	Noun
ragtags	1.593	Noun
ragwort	1.593	Noun
railbird	1.593	Noun
railly	1.593	Name
rainiest	1.593	Adjective
rakishly	1.593	Adverb
rakshasa	1.593	Name
ramjets	1.593	Noun
rammers	1.593	Noun
ramose	1.593	Verb
ramped	1.593	Verb
ramus	1.593	Noun
rances	1.593	Name
ranchos	1.593	Noun
rancours	1.593	Noun
rands	1.593	Noun
rangler	1.593	Noun
rankers	1.593	Noun
rankled	1.593	Verb
rankles	1.593	Verb
rankly	1.593	#N/A
rankness	1.593	Noun
ranter	1.593	Noun
ranters	1.593	Noun
rapers	1.593	Noun
rapide	1.593	Name
raptured	1.593	Adjective
rara	1.593	Noun
rasen	1.593	Name
rasher	1.593	Noun
rashers	1.593	Noun
raspier	1.593	Adjective
rasps	1.593	Verb
rassled	1.593	Verb
rath	1.593	Noun
raticide	1.593	Noun
ratifies	1.593	Verb
ratlike	1.593	Adjective
rato	1.593	Noun
ratoon	1.593	Noun
rattail	1.593	Noun
ravagers	1.593	Noun
raveled	1.593	Adjective
ravelled	1.593	Adjective
ravels	1.593	Verb
ravingly	1.593	Adverb
ravisher	1.593	Noun
rayons	1.593	Noun
razzed	1.593	Verb
razzes	1.593	Noun
rcd	1.593	#N/A
reachers	1.593	Noun
readier	1.593	Name
readies	1.593	Noun
readiest	1.593	Adjective
reaffix	1.593	Verb
reaks	1.593	Noun
realigns	1.593	Verb
realness	1.593	Noun
reamer	1.593	Noun
reamers	1.593	Noun
reaming	1.593	Adjective
rearms	1.593	Verb
rebar	1.593	Noun
rebook	1.593	Noun
rebooted	1.593	Verb
rebuffs	1.593	Verb
rebuker	1.593	Noun
rebuking	1.593	Adjective
reburied	1.593	Verb
rebused	1.593	Verb
rebute	1.593	Verb
rebutted	1.593	Verb
recanvas	1.593	Noun
recaps	1.593	Verb
recarpet	1.593	Verb
recce	1.593	Noun
rechecks	1.593	Verb
recluses	1.593	Noun
recook	1.593	Verb
recooked	1.593	Verb
recs	1.593	Noun
recurve	1.593	Noun
recusing	1.593	Verb
redate	1.593	Verb
redbone	1.593	Noun
reddendo	1.593	Noun
reddens	1.593	Verb
rede	1.593	Name
redeal	1.593	Adjective
redeems	1.593	Verb
redlines	1.593	Verb
redly	1.593	Adverb
redock	1.593	Verb
redoute	1.593	Name
redrawn	1.593	Verb
redream	1.593	Verb
reeding	1.593	Verb
reedit	1.593	Verb
reefed	1.593	Verb
reengage	1.593	Noun
reeving	1.593	Verb
refaced	1.593	Verb
refallen	1.593	Adjective
refereed	1.593	Adjective
referent	1.593	Noun
reffed	1.593	Verb
refight	1.593	Verb
refiled	1.593	Verb
refiles	1.593	Noun
refire	1.593	Noun
reflash	1.593	Noun
refold	1.593	Adverb
refolded	1.593	Verb
reforge	1.593	Verb
refr	1.593	#N/A
refracts	1.593	Verb
reframes	1.593	Verb
refrig	1.593	Noun
refuser	1.593	Noun
refusion	1.593	Noun
refuting	1.593	Verb
regear	1.593	Verb
regift	1.593	Verb
regiven	1.593	Verb
reglaze	1.593	Verb
reglazed	1.593	Verb
reglove	1.593	Verb
regrew	1.593	Verb
regula	1.593	Adjective
regurge	1.593	Noun
rehabbed	1.593	Verb
rehashed	1.593	Verb
reheats	1.593	Verb
rehid	1.593	Noun
reignite	1.593	Verb
reimpose	1.593	Verb
reining	1.593	Verb
reinject	1.593	Verb
reinsure	1.593	Verb
reis	1.593	Name
rejig	1.593	Verb
rejoins	1.593	Verb
relabel	1.593	Verb
reland	1.593	Noun
relaunch	1.593	Noun
relevent	1.593	Verb
reliefs	1.593	Noun
relined	1.593	Verb
remelt	1.593	Verb
remixes	1.593	Noun
remold	1.593	Verb
rems	1.593	Noun
renderer	1.593	Noun
renegate	1.593	Noun
renin	1.593	Noun
renitent	1.593	Noun
rennin	1.593	Noun
reorders	1.593	Verb
repacked	1.593	Verb
repairer	1.593	Noun
repaper	1.593	Verb
repart	1.593	#N/A
repaved	1.593	Verb
replacer	1.593	Noun
replevin	1.593	Noun
repower	1.593	Verb
reprises	1.593	Noun
repro	1.593	Adjective
reproved	1.593	Verb
reprover	1.593	Noun
repulser	1.593	Noun
rerate	1.593	Verb
rereads	1.593	Verb
reroutes	1.593	Verb
rescore	1.593	Verb
rescored	1.593	Verb
reseat	1.593	Verb
reshake	1.593	Verb
reshod	1.593	Verb
reshoe	1.593	Verb
resize	1.593	Verb
resizing	1.593	Verb
resole	1.593	Noun
resoled	1.593	Verb
resorb	1.593	Verb
resown	1.593	Noun
respired	1.593	Verb
restack	1.593	Verb
restamp	1.593	Verb
restated	1.593	Verb
restates	1.593	Verb
rester	1.593	Name
restes	1.593	Noun
restring	1.593	Verb
restyled	1.593	Verb
resurged	1.593	Verb
resurvey	1.593	Noun
ret	1.593	Noun
retablo	1.593	Noun
retal	1.593	Adjective
retape	1.593	Verb
retaped	1.593	Verb
retar	1.593	Noun
retasted	1.593	Verb
retell	1.593	Verb
rethe	1.593	#N/A
reticle	1.593	Noun
reticula	1.593	Noun
reticuli	1.593	Noun
retie	1.593	Noun
retiling	1.593	Verb
retime	1.593	Noun
retiming	1.593	Noun
retinues	1.593	Noun
retore	1.593	Verb
retorted	1.593	Verb
retrack	1.593	Verb
retrench	1.593	Verb
retried	1.593	Verb
retrying	1.593	Verb
rettery	1.593	Noun
returnee	1.593	Noun
returner	1.593	Noun
retying	1.593	Verb
retyped	1.593	Verb
reunify	1.593	Verb
reusable	1.593	Adjective
revalue	1.593	Verb
revamps	1.593	Noun
revealer	1.593	Noun
reveled	1.593	Verb
revelled	1.593	Verb
reverify	1.593	Verb
reverso	1.593	Noun
revises	1.593	Verb
reviver	1.593	Noun
revoices	1.593	Verb
rewarm	1.593	Noun
rewash	1.593	Verb
rewed	1.593	Verb
reweigh	1.593	Verb
reword	1.593	Noun
reworded	1.593	Verb
rewrap	1.593	Verb
rewriter	1.593	Noun
reynards	1.593	Name
rezoning	1.593	Noun
rfb	1.593	Name
rhein	1.593	Name
rhus	1.593	Noun
ria	1.593	#N/A
rial	1.593	Noun
ribaldry	1.593	Noun
ribbet	1.593	Noun
ribbings	1.593	Noun
ricey	1.593	Noun
rickeys	1.593	Noun
ricksha	1.593	Noun
ridded	1.593	Verb
ridders	1.593	Name
ridging	1.593	Noun
ridings	1.593	Noun
riffing	1.593	Verb
riflery	1.593	Noun
rifted	1.593	Verb
rifting	1.593	Noun
rightest	1.593	Adjective
rightist	1.593	Noun
rigours	1.593	Noun
rigueur	1.593	Adjective
rille	1.593	Noun
rills	1.593	Noun
rimless	1.593	Adjective
rimming	1.593	Noun
rimption	1.593	Noun
rimrock	1.593	Verb
rimy	1.593	Adjective
ringe	1.593	Noun
ringless	1.593	Adjective
ringy	1.593	Adjective
rinks	1.593	Noun
riping	1.593	Noun
ripoffs	1.593	Noun
ripost	1.593	Verb
riptides	1.593	Noun
risorius	1.593	Noun
risqu	1.593	Noun
rissole	1.593	Noun
rissoles	1.593	Noun
rissom	1.593	Noun
ritzes	1.593	Noun
ritziest	1.593	Adjective
riva	1.593	Name
rivalled	1.593	Verb
rived	1.593	Verb
riven	1.593	Verb
rives	1.593	Verb
rivieras	1.593	Name
riving	1.593	Verb
riyals	1.593	Noun
rld	1.593	Noun
rly	1.593	Name
roamer	1.593	Name
roarer	1.593	Noun
roarings	1.593	Noun
rober	1.593	#N/A
robing	1.593	Noun
robustly	1.593	Adverb
rocketry	1.593	Noun
rockety	1.593	Adjective
rockfall	1.593	Noun
rockier	1.593	Adjective
rockling	1.593	Noun
rodder	1.593	Noun
rodders	1.593	Name
roebucks	1.593	Name
roid	1.593	Adjective
roil	1.593	Verb
roister	1.593	Verb
rojak	1.593	Name
rollback	1.593	Noun
rollings	1.593	Noun
romanos	1.593	Noun
romeros	1.593	Noun
romic	1.593	Adjective
roms	1.593	#N/A
roodles	1.593	Noun
roofline	1.593	Noun
rooftree	1.593	Noun
roomer	1.593	Noun
roomiest	1.593	Adjective
ropey	1.593	Noun
ropy	1.593	Adjective
roquette	1.593	Name
rosed	1.593	Verb
roseola	1.593	Noun
rotatory	1.593	Adjective
rotch	1.593	Noun
rother	1.593	Verb
roti	1.593	Noun
roto	1.593	Noun
rotta	1.593	Name
rottenly	1.593	Adverb
rotters	1.593	Noun
rotundas	1.593	Noun
roue	1.593	Noun
roun	1.593	Name
roundish	1.593	Verb
rous	1.593	Adjective
rouser	1.593	Noun
rousts	1.593	Verb
routh	1.593	Name
routs	1.593	Verb
roves	1.593	Verb
rower	1.593	Noun
royalist	1.593	Noun
rozzers	1.593	Noun
rsum	1.593	Noun
rubaiyat	1.593	Noun
